Frame,Pitch,Yaw,Roll,EAR,MAR
1,7.732554198415715,-0.7639731409049231,0.05674990204742648,0.23778484806635075,0.1386750490563073
2,5.182778658738384,2.8461475299506755,-0.02188297637684428,0.2163038960361402,0.3857414923312089
3,5.158399185744195,1.084328031670407,-0.052605017778425425,0.2776796276597057,0.6355923425078122
4,2.4317532304870633,0.429051456836134,-0.10110600203076664,0.29153906132327045,0.6963392168060216
5,1.2162874233876912,0.25861730449224246,-0.08509613285236359,0.25597167811942234,0.6095189522202956
6,2.287468811685426,0.1863556002811559,-0.07647423218174758,0.2749848306932744,0.5121665159490096
7,2.0959076274817936,0.14327094331777748,-0.06794569918103653,0.2809192418113365,0.5121665159490096
8,1.8691492881201937,0.2471332553454994,-0.0721500786138788,0.2834799772755623,0.5121665159490096
9,0.6766104459139404,0.06722374057188503,-0.09224596560853571,0.26112428963133316,0.5629250937005003
10,0.33446001465401776,0.2343043756641029,-0.10188459506108308,0.2673566605183763,0.5753634486685005
11,2.215844469514926,0.35110231667291797,-0.0772552820930249,0.287541761816308,0.2238652530060651
12,2.4924404524767363,0.2997724157215242,-0.06542911258089004,0.2886325887874731,0.11423909559550796
13,2.562908788907212,0.5325182041759094,-0.06813799249257141,0.30088292413769835,0.11423909559550796
14,2.8712223148133162,0.7290394256570003,-0.05515950784234205,0.30150770876782484,0.1414213562373095
15,3.518394546952851,0.5380237677068622,-0.05555457290460235,0.30945054822367835,0.11435437497937312
16,3.7766475525641643,0.617189898895901,-0.04225033784629701,0.3339297121359428,0.10511766624552735
17,3.9588327727129915,0.7038589128031941,-0.04163658612312458,0.31419429980554203,0.10806864539165983
18,3.506145136278038,0.7149147772669484,-0.03981924134052653,0.31411501184230306,0.16001730010276993
19,3.2186589054020023,0.585976162947206,-0.05639421494830096,0.31132337339654104,0.2159010320600018
20,2.2587654981976004,0.7226962087159267,-0.04661018626981451,0.3148234266490994,0.1598514503776719
21,2.6474440539271042,0.6656536759619137,-0.06040982810929202,0.3233314089427091,0.08105148404374488
22,2.6839361598223244,0.7683386805266139,-0.05662074397092616,0.3056237850837004,0.0604122093330177
23,2.4154298442377673,0.6897507157219576,-0.06885928304855066,0.31510618011608404,0.08330120172105986
24,2.599789614512182,0.5724184075085383,-0.075267700715635,0.31390371239441806,0.17372232254587805
25,2.5027862671006664,0.5548447754870256,-0.08069141517513266,0.34056543509883563,0.194369470682473
26,1.9953854550661145,0.4496951254267537,-0.09059049992727106,0.3201884874845248,0.3339737437860371
27,1.9747960248844596,0.48486835571979303,-0.08156590773371404,0.33346737596251336,0.35226068648215053
28,1.8798351433260432,0.2662638475165374,-0.07748117342770101,0.31070129337866337,0.3508391770975029
29,1.943067669981592,0.3597009989598478,-0.06369296060239647,0.31411501184230306,0.33289588782552954
30,2.2243745374242714,0.2835546782056829,-0.06411206827152684,0.2949275290431841,0.31535299873658207
31,2.353467534643109,0.18402024142637882,-0.06274707286471613,0.3048956818285453,0.3416324152979639
32,2.263582286802172,0.06758743107987056,-0.07588705952281781,0.30014385985668685,0.4391791642131167
33,1.9993130240745058,0.07532353241013069,-0.09113426094568239,0.2856192149217754,0.5950398290787309
34,1.6070430815342287,0.1487107083855004,-0.08800012916964019,0.28762923489692,0.6268138373172008
35,1.9764917811061815,0.06281854608587653,-0.08731416478371455,0.26556805951480156,0.6453381369411201
36,1.9501112389583672,-0.1745485177746685,-0.09602088511707384,0.25900330588190423,0.681748847452323
37,2.1569813410129623,-0.2438525181857395,-0.10048085220616078,0.26548189529358923,0.659126164532412
38,2.421501606247312,-0.6582888929668546,-0.08539424035482719,0.2679483658261791,0.622425869188614
39,2.2325727937189432,-1.020099890800642,-0.07159078507552123,0.22583546853802267,0.5873169301753426
40,2.3364861860459296,-0.8879132073540291,-0.04266751713966144,0.19165434538357565,0.5104608749141235
41,3.0385091523346586,-1.280726336867591,-0.02653093328986476,0.17364137180747607,0.4668806358052212
42,2.5588755085288106,-1.2873870082751981,-0.0309548325224937,0.1562370792689088,0.4759513200295097
43,2.3457602704941545,-1.3859913889731459,-0.049919034608776724,0.175527989760037,0.49894798246976535
44,2.3242066436001574,-1.3977879506500874,-0.07371672111914025,0.21633015483816775,0.573967074183869
45,1.1637738319162432,-2.003079669148655,-0.10057623436429726,0.2838886825381961,0.5676562397766601
46,0.9620289041569755,-2.2922114993558997,-0.09879126092013497,0.2703321340923204,0.5759403763178709
47,0.7425548217472496,-2.2308849242100637,-0.1067109627193204,0.26669413746446247,0.5431649312953831
48,0.9573233874798444,-1.7433525757707231,-0.07088263075726085,0.2781474209916394,0.2557646371136073
49,1.8131127644313116,-1.581825505323735,-0.06189593023284578,0.3063606129103198,0.09772697579354847
50,2.2414121179275512,-1.1601948053089344,-0.06286815333054663,0.32727690967368045,0.07478994824163422
51,2.5122361267562194,-1.055300984927421,-0.06255104432950961,0.3363938842760922,0.07669649888473705
52,2.5507977597687352,-1.05117370744319,-0.0651795741014365,0.32397499342487823,0.08084520834544434
53,2.214009658352209,-0.8390064355307626,-0.05066010519830228,0.317165976838776,0.1716501079979907
54,2.1521881520748245,-0.7515542896469456,-0.05801346127646844,0.30780403277147794,0.35632329721031636
55,2.7506400620990057,-0.6820545101407413,-0.05537829389540551,0.2917798265425431,0.37337673691267953
56,3.0049606518537897,-0.5021035981793677,-0.05444932175007428,0.31629063883952224,0.3950719028178603
