Frame,Pitch,Yaw,Roll,EAR,MAR
1,7.4694240098706635,2.35119484886785,0.16256418081847376,0.2220902050221199,0.23885997656700972
2,4.2343726996351,1.5245022199886145,0.009577559547980381,0.3110108467642999,0.01909530862027517
3,3.085084995867368,1.5351620838339102,-0.0574522043105507,0.316377103645451,0.21952337439779437
4,3.5772015049941044,1.4954367270400337,-0.07707531803512035,0.3067106355322929,0.2135787991430317
5,3.5641991586054895,1.2358302557331422,-0.08208141293500484,0.29630298190251414,0.16192577404500136
6,3.5324350327706724,1.1311588779698987,-0.08101856124329214,0.3026121953947559,0.13666610481827954
7,3.803232755079337,1.2140505625889313,-0.06771311029579177,0.2699658359975833,0.15317159809030675
8,3.757562435925221,1.0402828450268946,-0.07233968432351355,0.2165943985834633,0.1996742668847953
9,3.5904118741172604,0.7374029086620763,-0.07557020194049907,0.19616535246886438,0.2242776569204422
10,3.4302061473418544,0.5795423047493831,-0.07391061599603056,0.18268139095888597,0.20281337080874073
11,3.017097387003839,0.40627401128851254,-0.06024148439659286,0.19405972330127536,0.09990828958176698
12,2.7157959398704294,0.3014524282622526,-0.05868696711949756,0.19858105940965648,0.08440957249705376
13,2.425484859832648,0.06963213717971124,-0.061177470987525545,0.195295462361526,0.08443170536763503
14,2.0080065435583196,0.03322174453059024,-0.07265957839388681,0.19421060590391837,0.14062208184742753
15,1.8244096594825239,-0.06665145707656107,-0.060845342023085856,0.2004660171657482,0.08206867005321267
16,1.6663251209050074,-0.08891908862692556,-0.06166656632892445,0.19514836337019573,0.10942489340428356
17,2.00735110530906,-0.07302271643361952,-0.07057409260572936,0.19962864398097183,0.11673403266207914
18,1.9505873029592686,-0.04899163570832323,-0.07423837521212572,0.20815375202912878,0.07234231189293479
19,1.7077703599122014,0.07934851559519171,-0.0728465611947708,0.19544236685695782,0.07234231189293479
20,1.8589582042291755,0.31207879329006505,-0.0790485223881192,0.1664873016882716,0.11919076009447163
21,2.185718166522469,0.79781419225297,-0.08163131954264578,0.1593746846093121,0.17114937161553884
22,2.819140116090385,1.3262751319437012,-0.09647239031734145,0.1600702504414548,0.3136482909079767
23,3.5313158054285463,1.9780145862628333,-0.08829057180835023,0.2226420561767506,0.3571006581011811
24,3.4419905335379104,2.187654286514185,-0.08430928600812705,0.2613412204216779,0.3203719194357554
25,3.637688622473496,2.4228895915391835,-0.07007234842228241,0.25050778591309625,0.2604144030125171
26,3.4541903644417036,2.3717309036651417,-0.071309824528093,0.26028908173210213,0.2666208670709536
27,3.3931729058242293,2.084674378847608,-0.07727790094017123,0.26742096871156057,0.18905079527215266
28,3.592698026692897,1.7420794452553654,-0.051730364340972355,0.2619768895385019,0.07661516973053537
29,4.300280912855609,1.6052148129477675,-0.04398020011599661,0.26250158705944837,0.049859965494422814
30,4.192410544881324,0.9681986344233763,-0.05536891070770329,0.282571569430394,0.051130999256491366
31,4.532433227078913,0.7225020013362068,-0.09802712981493424,0.2804766664725332,0.21151511564229242
32,3.804901980381187,0.24054490652604224,-0.1262211058417382,0.2901115826045412,0.5390611192099671
33,3.492963282201637,-0.07030922550618074,-0.11817125419619956,0.28577993697301374,0.4585725773138423
34,3.454123795909024,-0.1484306146810637,-0.10408613325605322,0.29568567909715504,0.3374109569147894
35,3.9821696221832563,-0.3702249068856359,-0.06576754004152262,0.2868157906461759,0.0540227261032088
36,3.7769215090252772,-0.2530992377346888,-0.06849476006711734,0.28593311994037496,0.07982281262852872
37,3.3093974485062523,-0.04118718753933836,-0.07132174647905641,0.2738718028352557,0.14619957418529833
38,3.3680287091424805,0.09184261176810073,-0.06532290404286877,0.15219642467639616,0.3588288867059626
39,3.182952420345766,0.1642005142201999,-0.0588525341533953,0.14821685997190404,0.3412962618231855
40,3.638387020344488,0.24026217096589383,-0.048706384992769566,0.14360491976346484,0.20861477235044235
41,3.7536176120894496,0.4621736985530957,-0.03345975410169662,0.17440142044725293,0.06846745932968225
42,3.5674722743826814,0.5354553155325162,-0.03957770486156865,0.1674315339189813,0.07999288983689659
43,3.7966357284826664,0.5391968933940208,-0.03997787964793957,0.13458394088170897,0.10662876095592222
44,3.847226078937012,0.5576106912532767,-0.07176607366743006,0.20218884802697967,0.26736706699751095
45,3.4116451585919605,0.7821736704451462,-0.073458041511271,0.22789661919350032,0.41057125550455376
46,3.35067098267177,0.7051436655057475,-0.09505133438844894,0.24478434662977128,0.4589972645020389
47,3.2995296836084536,0.4924459876065042,-0.09522559990693007,0.25006713768657524,0.4455002834445365
48,2.7838074747034844,0.38749120554702343,-0.09090696334327056,0.25572491681722065,0.39441018276052836
49,2.8426304429512865,0.32985697821551035,-0.06942969602508021,0.2725420565968672,0.328935886343519
50,2.662222269165765,0.21779099755660078,-0.06235742952813044,0.2754812412493428,0.26559258100921596
